one-to-one-chg	a196766ea07775f18ded69bd9e8d239f8cfd3ccc	2011	ea32198db4e783f0c0b93a3f74120fe41ded98e8	2012	hadoop-hdfs-project_hadoop-hdfs_src_test_java_org_apache_hadoop_hdfs_TestBlocksScheduledCounter.java/[CN]/TestBlocksScheduledCounter/[MT]/testBlocksScheduledCounter()/body	( ( DFSOutputStream ) ( out . getWrappedStream ( ) ) ) . hflush ( ) ;	17	out . hflush ( ) ;	6	noBugFix
one-to-one-chg	a196766ea07775f18ded69bd9e8d239f8cfd3ccc	2011	0a6806ce8c946b26eceac7d16b467c54c453df84	2012	hadoop-hdfs-project_hadoop-hdfs_src_test_java_org_apache_hadoop_hdfs_TestReadWhileWriting.java/[CN]/TestReadWhileWriting/[MT]/pipeline_02_03()/body	( ( DistributedFileSystem ) fs ) . dfs . leaserenewer . interruptAndJoin ( ) ;	15	( ( DistributedFileSystem ) fs ) . dfs . getLeaseRenewer ( ) . interruptAndJoin ( ) ;	17	noBugFix
one-to-one-chg	b6ffb08a467f1b5bc89e5114c462c3117b337be6	2012	9e31bf675dd92183a9a74a66b7caf1a080581d65	2012	hadoop-hdfs-project_hadoop-hdfs_src_main_java_org_apache_hadoop_hdfs_server_datanode_FSDataset.java/[CN]/FSDataset/[CN]/FSVolumeSet/[MT]/shutdown()/body	( ( FSVolume ) volume ) . shutdown ( ) ;	11	volume . shutdown ( ) ;	6	noBugFix
one-to-one-chg	0201be46c298e94176ec6297e9d9cdba3afc2bbd	2011	a9808de0d9a73a99c10a3e4290ec20778fed4f24	2012	hadoop-tools_hadoop-archives_src_main_java_org_apache_hadoop_tools_HadoopArchives.java/[CN]/HadoopArchives/[MT]/setConf(Configuration)/body	( ( JobConf ) conf ) . setJar ( testJar ) ;	12	this . conf . setJar ( testJar ) ;	9	isBugFix
one-to-one-chg	a196766ea07775f18ded69bd9e8d239f8cfd3ccc	2011	0b12cc822ddd57e6ecf4f7047f6614419c34580b	2011	hdfs_src_test_aop_org_apache_hadoop_hdfs_TestFiPipelines.java/[CN]/TestFiPipelines/[MT]/initLoggers()/body	( ( Log 4 JLogger ) FSNamesystem . LOG ) . getLogger ( ) . setLevel ( Level . ALL ) ;	22	( ( Log 4 JLogger ) LogFactory . getLog ( FSNamesystem . class ) ) . getLogger ( ) . setLevel ( Level . ALL ) ;	27	noBugFix
one-to-one-chg	a196766ea07775f18ded69bd9e8d239f8cfd3ccc	2011	0b12cc822ddd57e6ecf4f7047f6614419c34580b	2011	hdfs_src_test_hdfs_org_apache_hadoop_hdfs_TestPipelines.java/[CN]/TestPipelines/[MT]/initLoggers()/body	( ( Log 4 JLogger ) FSNamesystem . LOG ) . getLogger ( ) . setLevel ( Level . ALL ) ;	22	( ( Log 4 JLogger ) LogFactory . getLog ( FSNamesystem . class ) ) . getLogger ( ) . setLevel ( Level . ALL ) ;	27	noBugFix
one-to-one-chg	a196766ea07775f18ded69bd9e8d239f8cfd3ccc	2011	0b12cc822ddd57e6ecf4f7047f6614419c34580b	2011	hdfs_src_test_hdfs_org_apache_hadoop_hdfs_server_datanode_TestBlockReport.java/[CN]/TestBlockReport/[MT]/initLoggers()/body	( ( Log 4 JLogger ) FSNamesystem . LOG ) . getLogger ( ) . setLevel ( Level . ALL ) ;	22	( ( Log 4 JLogger ) LogFactory . getLog ( FSNamesystem . class ) ) . getLogger ( ) . setLevel ( Level . ALL ) ;	27	noBugFix
one-to-one-chg	81c448ae855f0675a58670d8bbec0c6d375f4398	2010	f4998a781376e1f15a2b72135eaa3db38bebde99	2010	src_test_core_org_apache_hadoop_ipc_MiniRPCBenchmark.java/[CN]/MiniRPCBenchmark/[MT]/setLoggingLevel(Level)/body	( ( Log 4 JLogger ) Server . auditLOG ) . getLogger ( ) . setLevel ( level ) ;	20	( ( Log 4 JLogger ) Server . AUDITLOG ) . getLogger ( ) . setLevel ( level ) ;	20	noBugFix
one-to-one-chg	dbecbe5dfe50f834fc3b8401709079e9470cc517	2011	6b608aad7d52b524fa94955a538e8b3524d42d93	2011	hadoop-mapreduce-project_hadoop-yarn_hadoop-yarn-server_hadoop-yarn-server-resourcemanager_src_main_java_org_apache_hadoop_yarn_server_resourcemanager_scheduler_capacity_LeafQueue.java/[CN]/LeafQueue/[CN]/User/[MT]/submitApplication()/body	+ + applications ;	4	+ + pendingApplications ;	4	noBugFix
one-to-one-chg	eff9fa1aad7e22d445a11e4ba732b4d49cdaca65	2012	dd72ca35365b59fcfc5724d2c182ff77e013fc47	2012	hadoop-mapreduce-project_hadoop-mapreduce-client_hadoop-mapreduce-client-app_src_main_java_org_apache_hadoop_mapreduce_v2_app_job_impl_TaskImpl.java/[CN]/TaskImpl/[CN]/RetroactiveFailureTransition/[MT]/transition(TaskImpl,TaskEvent)/body	+ + task . numberUncompletedAttempts ;	6	task . inProgressAttempts . add ( castEvent . getTaskAttemptID ( ) ) ;	13	noBugFix
one-to-one-chg	dbecbe5dfe50f834fc3b8401709079e9470cc517	2011	6b608aad7d52b524fa94955a538e8b3524d42d93	2011	hadoop-mapreduce-project_hadoop-yarn_hadoop-yarn-server_hadoop-yarn-server-resourcemanager_src_main_java_org_apache_hadoop_yarn_server_resourcemanager_scheduler_capacity_LeafQueue.java/[CN]/LeafQueue/[CN]/User/[MT]/finishApplication()/body	- - applications ;	4	- - activeApplications ;	4	noBugFix
one-to-one-chg	dbecbe5dfe50f834fc3b8401709079e9470cc517	2011	8fa0a3c737f27ff9d12fb657a7b22865754a5fd8	2011	hadoop-mapreduce-project_hadoop-yarn_hadoop-yarn-common_src_main_java_org_apache_hadoop_yarn_event_AsyncDispatcher.java/[CN]/AsyncDispatcher/[MT]/register(Class<? extends Enum>,EventHandler)/body	@ SuppressWarnings ( unchecked ) EventHandler < Event > registeredHandler = ( EventHandler < Event > ) eventDispatchers . get ( eventType ) ;	24	EventHandler < Event > registeredHandler = ( EventHandler < Event > ) eventDispatchers . get ( eventType ) ;	19	noBugFix
