one-to-one-chg	74937dd55694a8e154a52d25d0d25e10a9377c31	2013	375172c8eb350d25b73efc62a4637ac65f27d3c0	2013	ambari-server_src_test_java_org_apache_ambari_server_controller_internal_HostComponentResourceProviderTest.java/[CN]/HostComponentResourceProviderTest/[MT]/testCheckPropertyIds()/body	AbstractResourceProvider provider = ( AbstractResourceProvider ) AbstractControllerResourceProvider . getResourceProvider ( Resource . Type . HostComponent , propertyIds , keyPropertyIds , managementController ) ;	23	HostComponentResourceProvider provider = new HostComponentResourceProvider ( propertyIds , keyPropertyIds , managementController ) ;	13	noBugFix
one-to-one-chg	476bdf8ff218b25212679a912bbc9928ff20bad1	2013	74937dd55694a8e154a52d25d0d25e10a9377c31	2013	ambari-server_src_test_java_org_apache_ambari_server_controller_internal_AbstractResourceProviderTest.java/[CN]/AbstractResourceProviderTest/[MT]/testCheckPropertyIds()/body	AbstractResourceProvider provider = ( AbstractResourceProvider ) AbstractResourceProvider . getResourceProvider ( Resource . Type . Service , propertyIds , keyPropertyIds , managementController ) ;	23	AbstractResourceProvider provider = ( AbstractResourceProvider ) AbstractControllerResourceProvider . getResourceProvider ( Resource . Type . Service , propertyIds , keyPropertyIds , managementController ) ;	23	noBugFix
one-to-one-chg	476bdf8ff218b25212679a912bbc9928ff20bad1	2013	74937dd55694a8e154a52d25d0d25e10a9377c31	2013	ambari-server_src_test_java_org_apache_ambari_server_controller_internal_AbstractResourceProviderTest.java/[CN]/AbstractResourceProviderTest/[MT]/testGetPropertyIds()/body	AbstractResourceProvider provider = ( AbstractResourceProvider ) AbstractResourceProvider . getResourceProvider ( Resource . Type . Service , propertyIds , keyPropertyIds , managementController ) ;	23	AbstractResourceProvider provider = ( AbstractResourceProvider ) AbstractControllerResourceProvider . getResourceProvider ( Resource . Type . Service , propertyIds , keyPropertyIds , managementController ) ;	23	noBugFix
one-to-one-chg	8874b3728dee612bd93b15965d52710a5ccf0184	2013	74937dd55694a8e154a52d25d0d25e10a9377c31	2013	ambari-server_src_test_java_org_apache_ambari_server_controller_internal_ActionResourceProviderTest.java/[CN]/ActionResourceProviderTest/[MT]/testCheckPropertyIds()/body	AbstractResourceProvider provider = ( AbstractResourceProvider ) AbstractResourceProvider . getResourceProvider ( Resource . Type . Action , propertyIds , keyPropertyIds , managementController ) ;	23	AbstractResourceProvider provider = ( AbstractResourceProvider ) AbstractControllerResourceProvider . getResourceProvider ( Resource . Type . Action , propertyIds , keyPropertyIds , managementController ) ;	23	noBugFix
one-to-one-chg	8874b3728dee612bd93b15965d52710a5ccf0184	2013	74937dd55694a8e154a52d25d0d25e10a9377c31	2013	ambari-server_src_test_java_org_apache_ambari_server_controller_internal_HostComponentResourceProviderTest.java/[CN]/HostComponentResourceProviderTest/[MT]/testCheckPropertyIds()/body	AbstractResourceProvider provider = ( AbstractResourceProvider ) AbstractResourceProvider . getResourceProvider ( Resource . Type . HostComponent , propertyIds , keyPropertyIds , managementController ) ;	23	AbstractResourceProvider provider = ( AbstractResourceProvider ) AbstractControllerResourceProvider . getResourceProvider ( Resource . Type . HostComponent , propertyIds , keyPropertyIds , managementController ) ;	23	noBugFix
one-to-one-chg	8874b3728dee612bd93b15965d52710a5ccf0184	2013	74937dd55694a8e154a52d25d0d25e10a9377c31	2013	ambari-server_src_test_java_org_apache_ambari_server_controller_internal_ServiceResourceProviderTest.java/[CN]/ServiceResourceProviderTest/[MT]/testCheckPropertyIds()/body	AbstractResourceProvider provider = ( AbstractResourceProvider ) AbstractResourceProvider . getResourceProvider ( Resource . Type . Service , propertyIds , keyPropertyIds , managementController ) ;	23	AbstractResourceProvider provider = ( AbstractResourceProvider ) AbstractControllerResourceProvider . getResourceProvider ( Resource . Type . Service , propertyIds , keyPropertyIds , managementController ) ;	23	noBugFix
one-to-one-chg	427b0a192501a55b94b7a502aa3243f05e72667d	2012	bf2f1fac8363d151865fb545ea1c77f17de2c188	2012	ambari-server_src_test_java_org_apache_ambari_server_actionmanager_TestActionScheduler.java/[CN]/TestActionScheduler/[MT]/testActionTimeout()/body	ActionDBAccessor db = mock ( ActionDBAccessor . class ) ;	10	ActionDBAccessorImpl db = mock ( ActionDBAccessorImpl . class ) ;	10	noBugFix
one-to-one-chg	a992578aafee3d83bf107824ba9f5bce7fb63f0d	2012	a12bb10131ca66e48e524500092695ecdcc86fea	2012	ambari-server_src_test_java_org_apache_ambari_server_actionmanager_TestActionManager.java/[CN]/TestActionManager/[MT]/testActionResponse()/body	ActionDBAccessor db = new ActionDBInMemoryImpl ( ) ;	8	ActionDBAccessor db = injector . getInstance ( ActionDBAccessorImpl . class ) ;	12	noBugFix
one-to-one-chg	bf2f1fac8363d151865fb545ea1c77f17de2c188	2012	a3d2cc3f8f5b3cc1e077cdaf38bed922cbb940db	2012	ambari-server_src_test_java_org_apache_ambari_server_actionmanager_TestActionScheduler.java/[CN]/TestActionScheduler/[MT]/testActionTimeout()/body	ActionDBAccessorImpl db = mock ( ActionDBAccessorImpl . class ) ;	10	ActionDBAccessor db = new ActionDBInMemoryImpl ( ) ;	8	noBugFix
one-to-one-chg	f00f883002854c13575019668eebaa49d86bb7ed	2013	b2fae8cb54d2e4929437d941e831dcb584c5f645	2013	ambari-server_src_test_java_org_apache_ambari_server_agent_TestHeartbeatHandler.java/[CN]/TestHeartbeatHandler/[MT]/testComponentUpgradeCompleteReport()/body	ActionManager am = new ActionManager ( 0 , 0 , null , null , new ActionDBInMemoryImpl ( ) , new HostsMap ( ( String ) null ) ) ;	29	ActionManager am = getMockActionManager ( ) ;	7	noBugFix
